"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @IMundebo: @realDonaldTrump #Sudafed #Trump #HighAsAKite 

Where¡¯s your prescription for your YUGE stash of UK Sudafed? https://t.co/nJs¡¦",FALSE,0,NA,2020-05-05 16:54:31,FALSE,NA,"1257715308514639873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mommabarb54",1,TRUE,FALSE,NA,NA
"RT @AndyOstroy: .@realDonaldTrump hates this @ProjectLincoln video SO much he was up all night rage-tweeting about it. So please DO NOT ret¡¦",FALSE,0,NA,2020-05-05 16:54:26,FALSE,NA,"1257715286184058880",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TheBeachBlonde",512,TRUE,FALSE,NA,NA
"@ericswalwell @InSpiteOfTrump And If #Trump could be like her husband and show respect for women.",FALSE,0,"ericswalwell",2020-05-05 16:54:23,FALSE,"1257687223220097024","1257715274821836800","377609596","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GeminijlwWilson",0,FALSE,FALSE,NA,NA
"RT @iPicNews: @JoyceWhiteVance Why did Justice Kennedy retire so abruptly? What role did his son at #DeutscheBank play? Who paid off Brett¡¦",FALSE,0,NA,2020-05-05 16:54:19,FALSE,NA,"1257715257751076871",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rosieglow2010",36,TRUE,FALSE,NA,NA
"RT @GrandpaSnarky: So, #Trump and #MoscowMitch want to bring we blue states to our knees by withholding funds to cover #coronavirus costs.¡¦",FALSE,0,NA,2020-05-05 16:54:19,FALSE,NA,"1257715257545576452",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwp97",67,TRUE,FALSE,NA,NA
"#DonnaReed was a woman who SUCCESSFULLY ran her professional &amp; personal life as well as playing roles of women who¡¦ https://t.co/It0cHmPRPK",FALSE,1,NA,2020-05-05 16:54:16,TRUE,NA,"1257715244618649602",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mjburke2020",0,FALSE,FALSE,NA,NA
"@realDonaldTrump Trump¡®s incompetent response to this pandemic needs to be well vetted

His administration was well¡¦ https://t.co/py24howDIk",FALSE,6,"realDonaldTrump",2020-05-05 16:54:13,TRUE,"1257714716492722176","1257715231838679047","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rightNtruthMat",0,FALSE,FALSE,NA,NA
"@TheNewEuropean @DrRosena That's a #trump move. Ask a question that the answer will make him look bad &amp; he attacks¡¦ https://t.co/e2DPRHutac",FALSE,1,"TheNewEuropean",2020-05-05 16:54:09,TRUE,"1257712491892813826","1257715216831348736","748864401852145665","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LesHemmings",0,FALSE,FALSE,NA,NA
"RT @AndyOstroy: .@realDonaldTrump hates this @ProjectLincoln video SO much he was up all night rage-tweeting about it. So please DO NOT ret¡¦",FALSE,0,NA,2020-05-05 16:54:07,FALSE,NA,"1257715206139994113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DjMedic01",512,TRUE,FALSE,NA,NA
"RT @KayRonDeeDee: Our neighbor cut down our Trump 2020 flag in our front yard last night. It¡¯s being replaced immediately. We will win 2020¡¦",FALSE,0,NA,2020-05-05 16:54:04,FALSE,NA,"1257715197575397380",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SqlAgent01",12327,TRUE,FALSE,NA,NA
"Coronavirus Update (Live):  #USA

Total Cases.             1,218,638
New Cases Today.      +5,803

TOTAL DEATHS.¡¦ https://t.co/8shmqzaO42",FALSE,1,NA,2020-05-05 16:54:04,TRUE,NA,"1257715196279300096",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mog7546",2,FALSE,FALSE,NA,NA
"Joke of the day courtesy of #DonLemon. #Melania #Obama #Trump #USA #US https://t.co/kwvkZvf1pe",FALSE,0,NA,2020-05-05 16:54:04,FALSE,NA,"1257715195931176961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hammerjuan",0,FALSE,FALSE,NA,NA
"RT @zeusFanHouse: CNN Sends #Trump Campaign #CeaseAndDesist Letter For ¡®Deceptive¡¯ Ad Showing #CNN Agreeing His Actions Saved Lives; Campai¡¦",FALSE,0,NA,2020-05-05 16:53:58,FALSE,NA,"1257715170534711298",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JiveBunnyMuzik",87,TRUE,FALSE,NA,NA
"@RealAssTalkNow I put nothing past or beyond this Devil<U+0001F613>! #Trump, that is lol.",FALSE,0,"RealAssTalkNow",2020-05-05 16:53:56,FALSE,"1257714043726499840","1257715159973462018","1122462012909531136","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ForeverOptimis2",0,FALSE,FALSE,NA,NA
"If there¡¯s 1 thing we¡¯ve learned from #CoronavirusPandemic it¡¯s that I was RIGHT!
I was RIGHT to ignore it for mont¡¦ https://t.co/XUsBsTsI2r",FALSE,6,NA,2020-05-05 16:53:53,TRUE,NA,"1257715149860995073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Trumptweets2020",0,FALSE,FALSE,NA,NA
"¡°#Trump Is Really Aiming to Take Down Fox¡±: A Group Associated With Donald Trump Jr. Is Buying a Major Stake in¡¦ https://t.co/skIPTJvOFx",FALSE,0,NA,2020-05-05 16:53:51,TRUE,NA,"1257715141724049408",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Bagrly",0,FALSE,FALSE,NA,NA
"RT @509ShawnG: @realDonaldTrump #Trump: Unfit. Unwell. Unacceptable. #COVID19 https://t.co/YmJafhuo7j",FALSE,0,NA,2020-05-05 16:53:50,FALSE,NA,"1257715137441665027",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SaneSophisticat",48,TRUE,FALSE,NA,NA
"@waltshaub @jimlu Some of us are watching. Meghan did alot of dirt before he left. If at all possible, all should b¡¦ https://t.co/QFvCXsBnpG",FALSE,0,"waltshaub",2020-05-05 16:53:44,TRUE,"1257389224678096898","1257715111214678017","830908366377611266","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PamelaTyahla",0,FALSE,FALSE,NA,NA
"@realDonaldTrump That¡¯s great for the 1% but what about the rest of the country who is only going to consume petrol¡¦ https://t.co/RjYOsrkM0w",FALSE,0,"realDonaldTrump",2020-05-05 16:53:43,TRUE,"1257650279740301314","1257715109087985664","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Frozelio",0,FALSE,FALSE,NA,NA
"I know I don¡¯t hate Trump and I also don¡¯t dislike Trump anymore than I dislike any other proven pathological liar¡¦ https://t.co/fgZdhnwNbo",FALSE,0,NA,2020-05-05 16:53:43,TRUE,NA,"1257715105476694017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","m_northquest",0,FALSE,FALSE,NA,NA
"I'm so petty that I don't read ""president"" and #trump together in the same sentence, I just skip the ""president"" pa¡¦ https://t.co/59tED0aODz",FALSE,0,NA,2020-05-05 16:53:38,TRUE,NA,"1257715086099128321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lanreshi2_",0,FALSE,FALSE,NA,NA
"#Trump #MAGA funny how #USA media didn't pick up on any of these but were so obsessed with #Hilary emails...... https://t.co/Q878Mx4tIu",FALSE,0,NA,2020-05-05 16:53:35,FALSE,NA,"1257715075021975554",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","niknamH",0,FALSE,FALSE,NA,NA
"RT @yonan_ann: @tnh1218 @JenBenPowers Too many people are dying for no reason. They could've lived another 10-20 years. Lives stolen for an¡¦",FALSE,0,NA,2020-05-05 16:53:35,FALSE,NA,"1257715074271252480",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","AntarianRani",17,TRUE,FALSE,NA,NA
"RT @deAdder: Cartoon for @chronicleherald #TrumpPressBriefing #TrumpTownHall #FoxNews #LincolnMemorial #trump #Trump2020 https://t.co/JfWSq¡¦",FALSE,0,NA,2020-05-05 16:53:34,FALSE,NA,"1257715068940230656",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","geboers_greta",744,TRUE,FALSE,NA,NA
"@caitlinmoran Wouldn't surprise me if the Tories were holding back on testing so trump doesn't look so bad on his o¡¦ https://t.co/X5RavGEqqV",FALSE,0,"caitlinmoran",2020-05-05 16:53:33,TRUE,"1257649697281449984","1257715066989838336","16681111","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","StrongOpinion6",0,FALSE,FALSE,NA,NA
"RT @zeusFanHouse: CNN Sends #Trump Campaign #CeaseAndDesist Letter For ¡®Deceptive¡¯ Ad Showing #CNN Agreeing His Actions Saved Lives; Campai¡¦",FALSE,0,NA,2020-05-05 16:53:28,FALSE,NA,"1257715044261007366",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","H_C_ONE",87,TRUE,FALSE,NA,NA
"@SenSchumer How many hours a day are U working to help resolve this?  How many yrs have U been sitting on your rich¡¦ https://t.co/Yyic0n16Hp",FALSE,0,"SenSchumer",2020-05-05 16:53:22,TRUE,"1257709047857524736","1257715021292986368","17494010","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PaulineGoUSA",0,FALSE,FALSE,NA,NA
"RT @richardhine: Why would America want to recreate the failed @realDonaldTrump economy?

In December 2017, #Trump claimed that his massive¡¦",FALSE,0,NA,2020-05-05 16:53:21,FALSE,NA,"1257715014837735425",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lynn_NC2016",13,TRUE,FALSE,NA,NA
"RT @AlvondaHoward: @camilateleSUR @realDonaldTrump &amp; @gop #TuesdayThoughts   #ForTheCulture U.S. mercenaries Luke Alexander Denman and Aaro¡¦",FALSE,0,NA,2020-05-05 16:53:20,FALSE,NA,"1257715011851554821",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SandraCandanga1",2,TRUE,FALSE,NA,NA
"RT @mterr337: #trump first said 60K #COVID19 deaths would be a success. We surpassed that. Then he said 70K would be a success. We are easi¡¦",FALSE,0,NA,2020-05-05 16:53:20,FALSE,NA,"1257715009515163649",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HabgoodSean",115,TRUE,FALSE,NA,NA
"RT @deAdder: Cartoon for @chronicleherald #TrumpPressBriefing #TrumpTownHall #FoxNews #LincolnMemorial #trump #Trump2020 https://t.co/JfWSq¡¦",FALSE,0,NA,2020-05-05 16:53:19,FALSE,NA,"1257715007300796417",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","EC_Kosters",744,TRUE,FALSE,NA,NA
"RT @AndyOstroy: .@realDonaldTrump hates this @ProjectLincoln video SO much he was up all night rage-tweeting about it. So please DO NOT ret¡¦",FALSE,0,NA,2020-05-05 16:53:17,FALSE,NA,"1257714997355876354",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","trcrotelli",512,TRUE,FALSE,NA,NA
"RT @amjoyshow: .@RepKatiePorter: #Trump 'jumped' to use Defense Protection Act for benefit of industry https://t.co/OtGlf4lXQA via @amjoysh¡¦",FALSE,0,NA,2020-05-05 16:53:15,FALSE,NA,"1257714990447878145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BethMcCauley2",193,TRUE,FALSE,NA,NA
"RT @ClemTheDood: @Peter_Wehner Solzhenitsyn would be pleased to see his powerful words used in this context.  Great piece, we need to rid o¡¦",FALSE,0,NA,2020-05-05 16:53:13,FALSE,NA,"1257714982629912579",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FedtheEffUp1",1,TRUE,FALSE,NA,NA
"RT @AndyOstroy: This is hiliarious. The moron who knows nothing about anything thinks he knows everything better than anyone... #Trump http¡¦",FALSE,0,NA,2020-05-05 16:53:13,FALSE,NA,"1257714979773583366",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lauriemacph",519,TRUE,FALSE,NA,NA
"RT @AndyOstroy: @realDonaldTrump A sociopath...alone in a house he doesn¡¯t belong in...in a job he¡¯s not qualified for...during a national¡¦",FALSE,0,NA,2020-05-05 16:53:09,FALSE,NA,"1257714965227737096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shitwomenwithl1",1319,TRUE,FALSE,NA,NA
"RT @mayawiley: As #Trump@fights a blame game with #China that will not save a single soul in the US, China gives us more evidence of just h¡¦",FALSE,0,NA,2020-05-05 16:53:04,FALSE,NA,"1257714944109244419",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","earnfan38",48,TRUE,FALSE,NA,NA
"@JoeySalads Yes yes and #Trump !",FALSE,0,"JoeySalads",2020-05-05 16:52:59,FALSE,"1257401212133130240","1257714922697285632","488998711","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VictoriaManley7",0,FALSE,FALSE,NA,NA
"RT @saveourbluworld: Give More Fed-$ To The Unemployed &amp; Business. 
#resist #gretathunberg 
#teenvogue  #fashion  #makeup 
#trump #conserva¡¦",FALSE,0,NA,2020-05-05 16:52:59,FALSE,NA,"1257714921929715712",NA,"<a href=""http://www.aol.com"" rel=""nofollow"">Resist </a>","ResistOrganize",1,TRUE,FALSE,NA,NA
"#Trump #Mishandling Covid Response https://t.co/QT3Tnq7CEs",FALSE,0,NA,2020-05-05 16:52:57,FALSE,NA,"1257714912664662018",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MikeAll30808974",0,FALSE,FALSE,NA,NA
"Odd doesn't begin to describe a woman that would work for #Trump and I can't imagine why she would except for money¡¦ https://t.co/92oDHzwBj9",FALSE,0,NA,2020-05-05 16:52:56,TRUE,NA,"1257714909594386433",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Win17Tweets",0,FALSE,FALSE,NA,NA
"Have you read out latest newsletter?

Today's #geopolitics analysis: the ups &amp; downs of #US #China relationship, in¡¦ https://t.co/XjW0uWy93w",FALSE,0,NA,2020-05-05 16:52:52,TRUE,NA,"1257714894679482368",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PerchSpectives",0,FALSE,FALSE,NA,NA
"@atrupar One thing I can say is the election of #trump proves what many have said over the last decade that racism,¡¦ https://t.co/WMwBg030yo",FALSE,0,"atrupar",2020-05-05 16:52:43,TRUE,"1257682123353460736","1257714856138092544","288277167","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kay_jones5",0,FALSE,FALSE,NA,NA
"RT @AndyOstroy: @realDonaldTrump A sociopath...alone in a house he doesn¡¯t belong in...in a job he¡¯s not qualified for...during a national¡¦",FALSE,0,NA,2020-05-05 16:52:43,FALSE,NA,"1257714855110418433",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","nancysantanello",1319,TRUE,FALSE,NA,NA
"RT @richardhine: Why would America want to recreate the failed @realDonaldTrump economy?

In December 2017, #Trump claimed that his massive¡¦",FALSE,0,NA,2020-05-05 16:52:40,FALSE,NA,"1257714843722924033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","js26783_joe",13,TRUE,FALSE,NA,NA
"Donald Trump and the rest of his cabinet trying to reopen too soon. #Trump #COVID19 https://t.co/KlCcRZSPwX",FALSE,0,NA,2020-05-05 16:52:38,FALSE,NA,"1257714833253732355",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dakota__Floyd",0,FALSE,FALSE,NA,NA
"RT @richardhine: Why would America want to recreate the failed @realDonaldTrump economy?

In December 2017, #Trump claimed that his massive¡¦",FALSE,0,NA,2020-05-05 16:52:37,FALSE,NA,"1257714831861432325",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kenn264",13,TRUE,FALSE,NA,NA
"RT @AndyOstroy: Hey... remember when some folks didn¡¯t want a woman to be president because, under pressure, they¡¯d have an emotional meltd¡¦",FALSE,0,NA,2020-05-05 16:52:37,FALSE,NA,"1257714830477123586",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lalanamour",18,TRUE,FALSE,NA,NA
"RT @AwakenedOutlaw: Calling on all digital soldiers to VOTE &amp; R/T.  

#WWG1WGA #Trump #Trump2020 #MAGA",FALSE,0,NA,2020-05-05 16:52:36,FALSE,NA,"1257714828501815297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cathieauxier",17,TRUE,FALSE,NA,NA
"RT @Serpentine202: ¡®Outrageous, callous, and cruel¡¯: #Seniors rip #Trump for holding Covid-19 relief hostage to push cuts that threaten #So¡¦",FALSE,0,NA,2020-05-05 16:52:35,FALSE,NA,"1257714823149871107",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RashmiSudiwala",1,TRUE,FALSE,NA,NA
